English,Target,Score_english,Score_target,Notes
"Franz Cisar was born in Vienna, Austria-Hungary, on November 28, 1908. He was a football player for Austria-Hungary and he was a man of letters.","Franz Cisar nació en Viena, Austria-Hungría, el 28 de noviembre de 1908. Fue jugador de fútbol de Austria-Hungría y fue un hombre de letras.",,10,
The neighbouring town of Kaltern an der Weinstraße is Eppan an der Weinstraße.,La ciudad vecina de Kaltern an der Weinstraße es Eppan an der Weinstraße.,,10,
"Landry Dimata was born in the Democratic Republic of the Congo on September 1st, 1997. He is a male association football player who represented Belgium.",Landry Dimata nació en la República Democrática del Congo el 1 de septiembre de 1997. Es un jugador de fútbol masculino que representó a Bélgica.,,10,
Which gender has the most people?,¿Qué género tiene más gente?,,10,
Is Karolina Wigura's job a journalist?,¿El trabajo de Karolina Wigura es periodista?,,10,
What job has had the highest number of people working there?,¿Qué trabajo ha tenido el mayor número de personas trabajando allí?,,10,
Who has had the fewest jobs?,¿Quién ha tenido menos trabajos?,,10,
Which gender has the fewest people?,¿Qué género tiene menos personas?,,10,
How many people are politician?,¿Cuántas personas son políticos?,,10,
What does Denisa Vyšnovská do?,¿Qué hace Denisa Vyšnovská?,,10,
Which people are male?,¿Qué personas son hombres?,,10,
Was Democratic Republic of the Congo the birthplace of André Masson?,¿Fue la República Democrática del Congo el lugar de nacimiento de André Masson?,,10,
How many people are female?,¿Cuántas personas son mujeres?,,10,
Is Roland Freund male?,¿Roland Freund es hombre?,,10,
Where has someone from United States of America gone to university?,¿A dónde ha ido alguien de los Estados Unidos de América a la universidad?,,10,
The North American P-51 Mustang has a total produced of +16974.,El P-51 Mustang norteamericano tiene un total producido de +16974.,,10,
NSB Class 66 is produced in total of 4 units.,NSB Class 66 se produce en un total de 4 unidades.,,10,
The Almirante Grau-class cruiser had a production total of 2 ships.,El crucero clase Almirante Grau tuvo una producción total de 2 barcos.,,10,
"The neighbouring town to Swarkestone is Melbourne, Derbyshire.","La ciudad vecina de Swarkestone es Melbourne, Derbyshire.",,10,
The total produced by the Highland Railway W Class is 4.,El total producido por Highland Railway W Class es 4.,,10,
Joel Funk Asper is a human being from the United States of America a member of the Republican Party in the U.S.A. and is a man.,Joel Funk Asper es un ser humano de los Estados Unidos de América miembro del Partido Republicano en los EE.UU. y es un hombre.,,10,
The British Rail Class 42 has a total production of +38.,El British Rail Class 42 tiene una producción total de +38.,,10,
"Stanton by Bridge is a town in Derbyshire which is part of the Melbourne , Derbyshire conurbation.","Stanton by Bridge es una ciudad de Derbyshire que forma parte de la conurbación de Melbourne, Derbyshire.",,10,
Mark 35 torpedo total production is +400.,La producción total de torpedos Mark 35 es de +400.,,10,
"The total produced Junkers Ju 90 is 18,000.",El Junkers Ju 90 producido en total es de 18.000.,,10,
Ticknall is bordered by Melbourne Derbyshire.,Ticknall limita con Melbourne Derbyshire.,,10,
The total produced by the Indian locomotive class XE is +93.,El total producido por la locomotora india XE es +93.,,10,
CGR 1st Class 0-4-0ST 1876 had a total of 3 engines.,CGR 1st Class 0-4-0ST 1876 tenía un total de 3 motores.,,10,
The total production of the BMW 3 Series (E30) is +2339520.,La producción total del BMW Serie 3 (E30) es +2339520.,,10,
The total produced Citroën Méhari is +144953.,El Citroën Méhari total producido es +144953.,,10,
The Cessna 340 has a total production of 1351 aircraft.,El Cessna 340 tiene una producción total de 1351 aviones.,,10,
"Dornier Do 26 is a monoplane flying boat with a total of 6 produced. Its first flight was May 21, 1938.",Dornier Do 26 es un hidroavión monoplano con un total de 6 producidos. Su primer vuelo fue el 21 de mayo de 1938.,,10,
7.5 cm Infanteriegeschütz 37 is manufactured in a total of +1304.,"Infanteriegeschütz 37 de 7,5 cm se fabrica en un total de +1304.",,10,
The New South Wales Z20 class locomotive was produced in a total of 33 units.,La locomotora de la clase New South Wales Z20 se produjo en un total de 33 unidades.,,10,
"Calke is a village and civil parish in South Derbyshire, United Kingdom. Melbourne, Derbyshire is a neighbouring city.","Calke es un pueblo y una parroquia civil en el sur de Derbyshire, Reino Unido. Melbourne, Derbyshire es una ciudad vecina.",,10,
The South African Class 8Y 2-8-0 produced a total of 4.,El South African Class 8Y 2-8-0 produjo un total de 4.,,10,
What items are there?,¿Qué artículos hay?,,10,
What is the most abundant item?,¿Cuál es el artículo más abundante?,,10,
How many things were manufactured?,¿Cuántas cosas se fabricaron?,,10,
What was the largest production run?,¿Cuál fue la mayor producción?,,10,
What was the smallest production run?,¿Cuál fue la producción más pequeña?,,10,
The SJ T45 has a total of 5 units.,El SJ T45 tiene un total de 5 unidades.,,10,
The South African Class 32-000 had a total produced of 115.,La Clase Sudafricana 32-000 tuvo un total producido de 115.,,10,
The Swiss made Saurer 2DM truck was manufactured by Saurer and entered service in 1964. The total production of the truck is 3200.,El camión Saurer 2DM de fabricación suiza fue fabricado por Saurer y entró en servicio en 1964. La producción total del camión es de 3200.,,10,
South African Class FD 2-6-2+2-6-2 has a total production of 4.,South African Class FD 2-6-2+2-6-2 tiene una producción total de 4.,,10,
The total produced by Schmidt-Rubin is 1366228.,El total producido por Schmidt-Rubin es 1366228.,,10,
The South African Class 35-600 produced a total of 101 cars.,La South African Class 35-600 produjo un total de 101 autos.,,10,
The total produced by LCDR Sondes class +6.,El total producido por LCDR Sondes clase +6.,,10,
Porsche 550 was made in total of +90.,Porsche 550 se hizo en total de +90.,,10,
The total produced by the Messerschmitt Bf 110 is +6170.,El total producido por el Messerschmitt Bf 110 es +6170.,,10,
The NZR RM class (Clayton) has a total of +1 cars made.,La clase NZR RM (Clayton) tiene un total de +1 coches fabricados.,,10,
Ceinture 51 to 65 produced +15.,Ceinture 51 a 65 produjo +15.,,10,
The total produced of M3 howitzers is +2580.,El total producido de obuses M3 es +2580.,,10,
The AEG D.I total produced +3.,El total de AEG D.I produjo +3.,,10,
John Sipin is a US national who plays second base for the San Diego Padres. He is known for being a human being.,John Sipin es un ciudadano estadounidense que juega en la segunda base de los Padres de San Diego. Es conocido por ser un ser humano.,,10,
The Bliss-Leavitt Mark 3 torpedo produced a total of +208.,El torpedo Bliss-Leavitt Mark 3 produjo un total de +208.,,10,
"John Sipin was born in Watsonville, California on August 29, 1946 . He is a United States of America and a baseball player . He has won the US men's championship in baseball.","John Sipin nació en Watsonville, California el 29 de agosto de 1946. Es de los Estados Unidos de América y jugador de béisbol. Ha ganado el campeonato masculino de béisbol de los Estados Unidos.",,10,
The total number of Highland Railway F Class produced is +17.,El número total de Highland Railway F Class producidos es +17.,,10,
The population of Tigray Region is 4960003.,La población de Región de Tigray es 4960003.,,10,
The total production of the M103 heavy tank is +300.,La producción total del tanque pesado M103 es +300.,,10,
How many inhabitants are there in United States of America?,¿Cuántos habitantes tiene Estados Unidos de América?,,10,
What is the most common item?,¿Cuál es el elemento más común?,,10,
What item has been made the least?,¿Qué artículo se ha hecho menos?,,10,
,,,,
,,,,
,,,,
,,,"9,939130435",
